submit_a0_b0 -.50626115E+02
submit_a102_b0 -.50478958E+02
submit_a102_b102 -.50676332E+02
submit_a102_b105 -.50657125E+02
submit_a102_b108 -.50644579E+02
submit_a102_b111 -.50629723E+02
submit_a102_b114 -.50609443E+02
submit_a102_b117 -.50591754E+02
submit_a102_b12 -.50625645E+02
submit_a102_b120 -.50585608E+02
submit_a102_b123 -.50600235E+02
submit_a102_b126 -.50624554E+02
submit_a102_b129 -.50603659E+02
submit_a102_b132 -.50480869E+02
submit_a102_b135 -.50445538E+02
submit_a102_b138 -.50448080E+02
submit_a102_b141 -.50457187E+02
submit_a102_b144 -.50469391E+02
submit_a102_b147 -.50476047E+02
submit_a102_b15 -.50568833E+02
submit_a102_b150 -.50472500E+02
submit_a102_b153 -.50464860E+02
submit_a102_b156 -.50450288E+02
submit_a102_b159 -.50437350E+02
submit_a102_b162 -.50453795E+02
submit_a102_b165 -.50537466E+02
submit_a102_b168 -.50618011E+02
submit_a102_b171 -.50594739E+02
submit_a102_b174 -.50537928E+02
submit_a102_b177 -.50496549E+02
submit_a102_b18 -.50461807E+02
submit_a102_b180 -.50481846E+02
submit_a102_b183 -.50483369E+02
submit_a102_b186 -.50490729E+02
submit_a102_b189 -.50493412E+02
submit_a102_b192 -.50480477E+02
submit_a102_b195 -.50455291E+02
submit_a102_b198 -.50450930E+02
submit_a102_b201 -.50502565E+02
submit_a102_b204 -.50588213E+02
submit_a102_b207 -.50624101E+02
submit_a102_b21 -.50338652E+02
submit_a102_b210 -.50609044E+02
submit_a102_b213 -.50569784E+02
submit_a102_b216 -.50525892E+02
submit_a102_b219 -.50483524E+02
submit_a102_b222 -.50449497E+02
submit_a102_b225 -.50423236E+02
submit_a102_b228 -.50408613E+02
submit_a102_b231 -.50401751E+02
submit_a102_b234 -.50406012E+02
submit_a102_b237 -.50420618E+02
submit_a102_b24 -.50240550E+02
submit_a102_b240 -.50445102E+02
submit_a102_b243 -.50475171E+02
submit_a102_b246 -.50507998E+02
submit_a102_b249 -.50539889E+02
submit_a102_b252 -.50572498E+02
submit_a102_b255 -.50604249E+02
submit_a102_b258 -.50636814E+02
submit_a102_b261 -.50667162E+02
submit_a102_b264 -.50690565E+02
submit_a102_b267 -.50694587E+02
submit_a102_b27 -.50278119E+02
submit_a102_b270 -.50672315E+02
submit_a102_b273 -.50634734E+02
submit_a102_b276 -.50597269E+02
submit_a102_b279 -.50570464E+02
submit_a102_b282 -.50552936E+02
submit_a102_b285 -.50548372E+02
submit_a102_b288 -.50559678E+02
submit_a102_b291 -.50593884E+02
submit_a102_b294 -.50658029E+02
submit_a102_b297 -.50739360E+02
submit_a102_b3 -.50516820E+02
submit_a102_b30 -.50408523E+02
submit_a102_b300 -.50816343E+02
submit_a102_b303 -.50845309E+02
submit_a102_b306 -.50790376E+02
submit_a102_b309 -.50668649E+02
submit_a102_b312 -.50546941E+02
submit_a102_b315 -.50445598E+02
submit_a102_b318 -.50363823E+02
submit_a102_b321 -.50295624E+02
submit_a102_b324 -.50231234E+02
submit_a102_b327 -.50164086E+02
submit_a102_b33 -.50428287E+02
submit_a102_b330 -.50093282E+02
submit_a102_b333 -.50049333E+02
submit_a102_b336 -.50106161E+02
submit_a102_b339 -.50149932E+02
submit_a102_b342 -.50161907E+02
submit_a102_b345 -.50215195E+02
submit_a102_b348 -.50286166E+02
submit_a102_b351 -.50345643E+02
submit_a102_b354 -.50390038E+02
submit_a102_b357 -.50436690E+02
submit_a102_b36 -.50380983E+02
submit_a102_b360 -.50478958E+02
submit_a102_b39 -.50304189E+02
submit_a102_b42 -.50229208E+02
submit_a102_b45 -.50168431E+02
submit_a102_b48 -.50125521E+02
submit_a102_b51 -.50101544E+02
submit_a102_b54 -.50093947E+02
submit_a102_b57 -.50102156E+02
submit_a102_b6 -.50559802E+02
submit_a102_b60 -.50124404E+02
submit_a102_b63 -.50156402E+02
submit_a102_b66 -.50193268E+02
submit_a102_b69 -.50234805E+02
submit_a102_b72 -.50280603E+02
submit_a102_b75 -.50329845E+02
submit_a102_b78 -.50383620E+02
submit_a102_b81 -.50440186E+02
submit_a102_b84 -.50501194E+02
submit_a102_b87 -.50562830E+02
submit_a102_b9 -.50613200E+02
submit_a102_b90 -.50621852E+02
submit_a102_b93 -.50671370E+02
submit_a102_b96 -.50700081E+02
submit_a102_b99 -.50699153E+02
submit_a105_b0 -.50556409E+02
