submit_a0_b0 -.54098300E+02
submit_a102_b0 -.54154974E+02
submit_a102_b102 -.53814517E+02
submit_a102_b105 -.53762641E+02
submit_a102_b108 -.53718214E+02
submit_a102_b111 -.53736387E+02
submit_a102_b114 -.53765795E+02
submit_a102_b117 -.53775197E+02
submit_a102_b12 -.54205742E+02
submit_a102_b120 -.53765044E+02
submit_a102_b123 -.53741201E+02
submit_a102_b126 -.53709535E+02
submit_a102_b129 -.53682994E+02
submit_a102_b132 -.53680949E+02
submit_a102_b135 -.53714691E+02
submit_a102_b138 -.53770071E+02
submit_a102_b141 -.53777766E+02
submit_a102_b144 -.53742993E+02
submit_a102_b147 -.53712433E+02
submit_a102_b15 -.54215453E+02
submit_a102_b150 -.53701450E+02
submit_a102_b153 -.53687908E+02
submit_a102_b156 -.53658215E+02
submit_a102_b159 -.53626773E+02
submit_a102_b162 -.53601993E+02
submit_a102_b165 -.53580489E+02
submit_a102_b168 -.53562641E+02
submit_a102_b171 -.53551061E+02
submit_a102_b174 -.53545791E+02
submit_a102_b177 -.53548361E+02
submit_a102_b18 -.54203416E+02
submit_a102_b180 -.53567548E+02
submit_a102_b183 -.53635696E+02
submit_a102_b186 -.53748235E+02
submit_a102_b189 -.53797429E+02
submit_a102_b192 -.53775892E+02
submit_a102_b195 -.53719313E+02
submit_a102_b198 -.53662771E+02
submit_a102_b201 -.53626961E+02
submit_a102_b204 -.53620904E+02
submit_a102_b207 -.53642788E+02
submit_a102_b21 -.54189111E+02
submit_a102_b210 -.53686604E+02
submit_a102_b213 -.53738505E+02
submit_a102_b216 -.53795488E+02
submit_a102_b219 -.53848295E+02
submit_a102_b222 -.53898904E+02
submit_a102_b225 -.53945590E+02
submit_a102_b228 -.53980339E+02
submit_a102_b231 -.53987565E+02
submit_a102_b234 -.53955817E+02
submit_a102_b237 -.53930057E+02
submit_a102_b24 -.54190911E+02
submit_a102_b240 -.53931186E+02
submit_a102_b243 -.53946858E+02
submit_a102_b246 -.53958582E+02
submit_a102_b249 -.53960782E+02
submit_a102_b252 -.53954942E+02
submit_a102_b255 -.53943196E+02
submit_a102_b258 -.53925635E+02
submit_a102_b261 -.53904195E+02
submit_a102_b264 -.53876510E+02
submit_a102_b267 -.53843245E+02
submit_a102_b27 -.54214465E+02
submit_a102_b270 -.53803415E+02
submit_a102_b273 -.53747594E+02
submit_a102_b276 -.53697592E+02
submit_a102_b279 -.53671332E+02
submit_a102_b282 -.53658509E+02
submit_a102_b285 -.53662237E+02
submit_a102_b288 -.53738824E+02
submit_a102_b291 -.53875650E+02
submit_a102_b294 -.53956406E+02
submit_a102_b297 -.53953048E+02
submit_a102_b3 -.54191384E+02
submit_a102_b30 -.54249095E+02
submit_a102_b300 -.53921798E+02
submit_a102_b303 -.53895383E+02
submit_a102_b306 -.53878860E+02
submit_a102_b309 -.53871221E+02
submit_a102_b312 -.53865824E+02
submit_a102_b315 -.53861058E+02
submit_a102_b318 -.53855709E+02
submit_a102_b321 -.53849131E+02
submit_a102_b324 -.53840003E+02
submit_a102_b327 -.53832395E+02
submit_a102_b33 -.54275555E+02
submit_a102_b330 -.53827199E+02
submit_a102_b333 -.53830935E+02
submit_a102_b336 -.53843008E+02
submit_a102_b339 -.53856874E+02
submit_a102_b342 -.53860701E+02
submit_a102_b345 -.53837665E+02
submit_a102_b348 -.53716332E+02
submit_a102_b351 -.53858536E+02
submit_a102_b354 -.53990151E+02
submit_a102_b357 -.54089336E+02
submit_a102_b36 -.54282739E+02
submit_a102_b360 -.54154974E+02
submit_a102_b39 -.54266305E+02
submit_a102_b42 -.54234253E+02
submit_a102_b45 -.54201560E+02
submit_a102_b48 -.54182598E+02
submit_a102_b51 -.54173169E+02
submit_a102_b54 -.54151890E+02
submit_a102_b57 -.54107049E+02
submit_a102_b6 -.54200221E+02
submit_a102_b60 -.54046975E+02
submit_a102_b63 -.53984743E+02
submit_a102_b66 -.53931218E+02
submit_a102_b69 -.53888359E+02
submit_a102_b72 -.53854166E+02
submit_a102_b75 -.53821755E+02
submit_a102_b78 -.53791771E+02
submit_a102_b81 -.53758050E+02
submit_a102_b84 -.53727544E+02
submit_a102_b87 -.53702381E+02
submit_a102_b9 -.54198661E+02
submit_a102_b90 -.53694488E+02
submit_a102_b93 -.53709980E+02
submit_a102_b96 -.53744443E+02
submit_a102_b99 -.53790632E+02
submit_a105_b0 -.54054766E+02
submit_a105_b102 -.53900878E+02
submit_a105_b105 -.53842496E+02
submit_a105_b108 -.53856065E+02
submit_a105_b111 -.53887433E+02
submit_a105_b114 -.53904933E+02
submit_a105_b117 -.53906364E+02
submit_a105_b12 -.54201898E+02
submit_a105_b120 -.53892272E+02
submit_a105_b123 -.53857391E+02
submit_a105_b126 -.53808232E+02
submit_a105_b129 -.53750732E+02
submit_a105_b132 -.53688521E+02
submit_a105_b135 -.53636816E+02
submit_a105_b138 -.53638111E+02
submit_a105_b141 -.53713145E+02
submit_a105_b144 -.53747210E+02
submit_a105_b147 -.53718758E+02
submit_a105_b15 -.54179219E+02
submit_a105_b150 -.53675305E+02
submit_a105_b153 -.53642863E+02
submit_a105_b156 -.53634539E+02
submit_a105_b159 -.53642106E+02
submit_a105_b162 -.53646958E+02
submit_a105_b165 -.53643563E+02
submit_a105_b168 -.53635409E+02
submit_a105_b171 -.53629935E+02
submit_a105_b174 -.53629274E+02
submit_a105_b177 -.53631454E+02
submit_a105_b18 -.54148900E+02
submit_a105_b180 -.53631003E+02
submit_a105_b183 -.53638132E+02
submit_a105_b186 -.53676724E+02
submit_a105_b189 -.53775574E+02
submit_a105_b192 -.53820900E+02
submit_a105_b195 -.53798302E+02
submit_a105_b198 -.53750413E+02
submit_a105_b201 -.53712594E+02
submit_a105_b204 -.53701000E+02
submit_a105_b207 -.53717926E+02
submit_a105_b21 -.54130150E+02
submit_a105_b210 -.53751569E+02
submit_a105_b213 -.53792442E+02
submit_a105_b216 -.53830500E+02
submit_a105_b219 -.53860072E+02
submit_a105_b222 -.53882052E+02
submit_a105_b225 -.53898614E+02
submit_a105_b228 -.53912191E+02
submit_a105_b231 -.53917324E+02
submit_a105_b234 -.53910358E+02
submit_a105_b237 -.53900523E+02
submit_a105_b24 -.54134784E+02
submit_a105_b240 -.53896963E+02
submit_a105_b243 -.53902298E+02
submit_a105_b246 -.53912808E+02
submit_a105_b249 -.53926662E+02
submit_a105_b252 -.53943730E+02
submit_a105_b255 -.53957401E+02
submit_a105_b258 -.53960507E+02
submit_a105_b261 -.53945446E+02
submit_a105_b264 -.53912962E+02
submit_a105_b267 -.53871105E+02
submit_a105_b27 -.54158122E+02
submit_a105_b270 -.53826100E+02
submit_a105_b273 -.53787652E+02
submit_a105_b276 -.53747813E+02
submit_a105_b279 -.53723627E+02
submit_a105_b282 -.53685432E+02
submit_a105_b285 -.53661318E+02
submit_a105_b288 -.53710606E+02
submit_a105_b291 -.53833231E+02
submit_a105_b294 -.53919976E+02
submit_a105_b297 -.53939347E+02
submit_a105_b3 -.54120938E+02
submit_a105_b30 -.54194604E+02
submit_a105_b300 -.53931104E+02
submit_a105_b303 -.53923905E+02
submit_a105_b306 -.53921105E+02
submit_a105_b309 -.53921079E+02
submit_a105_b312 -.53920620E+02
submit_a105_b315 -.53915907E+02
submit_a105_b318 -.53907486E+02
submit_a105_b321 -.53893760E+02
submit_a105_b324 -.53873702E+02
submit_a105_b327 -.53852880E+02
submit_a105_b33 -.54228569E+02
submit_a105_b330 -.53832969E+02
submit_a105_b333 -.53820122E+02
submit_a105_b336 -.53818705E+02
submit_a105_b339 -.53828584E+02
submit_a105_b342 -.53841406E+02
submit_a105_b345 -.53841441E+02
submit_a105_b348 -.53823326E+02
submit_a105_b351 -.53814134E+02
submit_a105_b354 -.53868513E+02
submit_a105_b357 -.53971204E+02
submit_a105_b36 -.54249013E+02
submit_a105_b360 -.54054766E+02
submit_a105_b39 -.54251100E+02
submit_a105_b42 -.54241049E+02
submit_a105_b45 -.54227401E+02
submit_a105_b48 -.54216519E+02
submit_a105_b51 -.54200612E+02
submit_a105_b54 -.54160093E+02
submit_a105_b57 -.54099178E+02
